GOLD Annotated?	Index	Sentence	Entity	Character Offsets	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score
	227	In many countries, competitive wages and proximity and access to developed markets provide opportunities for expansion of collaboration with China including relocation of manufacturing industries.	expansion	Interval(109, 118)	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.5446463	wm_compositional/concept/causal_factor/entity/organization	0.60433716	wm_compositional/process/management/development	0.5214423	None	None
	227	In many countries, competitive wages and proximity and access to developed markets provide opportunities for expansion of collaboration with China including relocation of manufacturing industries.	markets	Interval(75, 82)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	0.8683015	wm_compositional/process/economic/	0.6246313	None	None
	228	Conflicts in parts of Central, East and West Africa continue to severely stress food security conditions and undermine the agriculture sector, while drought in parts of EastAfrican has also intensified food insecurity.	drought	Interval(149, 156)	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.9092204	wm_compositional/concept/causal_factor/environment/precipitation/drought	1.0000001	wm_compositional/process/environment/climate_change	0.56830245	None	None
	228	Conflicts in parts of Central, East and West Africa continue to severely stress food security conditions and undermine the agriculture sector, while drought in parts of EastAfrican has also intensified food insecurity.	insecurity	Interval(207, 217)	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.8193162	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/conflict/	0.5429774	wm_compositional/property/security	1.0
	229	Eastern basin ( Benin , Nigeria , Niger , and Chad ) : Staple food market supplies were average in May in the southwestern part of Niger due to the availability of imports from Burkina Faso , Mali , and Benin .	Staple food market supplies	Interval(55, 82)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/food_supply	0.90220654	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	1.0000002	wm_compositional/process/economic/	0.5867855	None	None
	231	Ten aid workers who were on a mission to Twic East at the same time temporarily suspended activities and returned to Juba due to the insecurity .	insecurity	Interval(133, 143)	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.8193162	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity	0.85224354	wm_compositional/process/conflict/	0.5429774	wm_compositional/property/security	1.0
	231	Ten aid workers who were on a mission to Twic East at the same time temporarily suspended activities and returned to Juba due to the insecurity .	Ten aid workers who were on a mission to Twic East at the same time temporarily suspended activities and returned to Juba	Interval(0, 121)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.80386835	None	None	None	None	None	None
	232	According to unofficial reports, some 50 years ago, Ethiopia aided many Gulf countries in response to the dire poverty they were facing back then.	the dire poverty	Interval(102, 118)	wm/concept/causal_factor/economic_and_commerce/poverty	0.8022059	wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/economic_crisis/poverty	0.99999994	wm_compositional/process/economic/	0.6394978	None	None
	232	According to unofficial reports, some 50 years ago, Ethiopia aided many Gulf countries in response to the dire poverty they were facing back then.	aided many Gulf countries in response to the dire poverty	Interval(61, 118)	wm/concept/causal_factor/economic_and_commerce/poverty	0.7786018	None	None	None	None	None	None
	233	The camps currently house around 130,000 refugees from Somalia , the majority fleeing the food crisis and conflict .	fleeing	Interval(78, 85)	wm/concept/causal_factor/social_and_political/migration/emigration	0.818347	wm_compositional/concept/causal_factor/social_and_political/security/conflict/hostility	0.5308423	wm_compositional/process/migration/emigration	0.6008676	None	None
	233	The camps currently house around 130,000 refugees from Somalia , the majority fleeing the food crisis and conflict .	conflict	Interval(106, 114)	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	1.0000001	wm_compositional/process/conflict/	1.0000001	None	None
	234	According to him, this year's campaign is stronger than what was last year as it focused on intensive development of water wells to cope up with the drought impact across the region.	it focused on intensive development of water wells to cope up with the drought impact across the region	Interval(78, 181)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.7722038	wm_compositional/concept/causal_factor/entity/organization	0.54487026	wm_compositional/process/management/development	0.58213747	None	None
	234	According to him, this year's campaign is stronger than what was last year as it focused on intensive development of water wells to cope up with the drought impact across the region.	was last year as it focused on intensive development of water wells to cope up with the drought impact across the region	Interval(61, 181)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/point_of_use_water_treatment_at_household_level	0.7963915	wm_compositional/concept/causal_factor/time/temporal/season	0.57340115	None	None	None	None
	235	`` Unfortunately , the cholera epidemic has struck at a time when most Zimbabweans are unable to purchase salt and sugar , '' he said , referring to the country 's severe economic crisis that has caused hyper-inflation and the collapse of health systems .	hyper-inflation	Interval(203, 218)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/inflation	0.7722182	None	None	wm_compositional/process/economic/devaluation	0.6436519	None	None
	236	Accordingly, they encouraged the authorities to persevere with policies that safeguard macroeconomic stability, strengthen buffers, and foster private-sector participation in the economy.	policies	Interval(63, 71)	wm/concept/causal_factor/social_and_political/government/regulation	0.86624277	wm_compositional/concept/causal_factor/social_and_political/government/regulation	0.7569061	wm_compositional/process/economic/	0.61538327	None	None
	236	Accordingly, they encouraged the authorities to persevere with policies that safeguard macroeconomic stability, strengthen buffers, and foster private-sector participation in the economy.	private-sector participation	Interval(143, 171)	wm/concept/causal_factor/interventions/institutional_support/	0.42883036	wm_compositional/concept/causal_factor/entity/organization	0.6556045	wm_compositional/process/economic/competition	0.50237703	None	None
