GOLD Annotated?	Index	Sentence	Entity	Character Offsets	Cause/Effect	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score	Notes	Total annotated:	80
	269	4 This includes people reached with ongoing water supply and services ( including trucking and installed sources such as hand pumps and piped water systems ) as well as those reached with water supply due to rehabilitation and construction works of new sources .	rehabilitation and construction works of new sources	(208,260)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_work	0.78070223	wm/concept/causal_factor/infrastructure/construction_materials	0.85216767	None	None	None	None			
	269	4 This includes people reached with ongoing water supply and services ( including trucking and installed sources such as hand pumps and piped water systems ) as well as those reached with water supply due to rehabilitation and construction works of new sources .	water supply	(44,56)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/water_treatment_of_piped_water_supply	0.9214145	wm/concept/causal_factor/environmental/natural_resources/water_commodity	0.9322416	wm/process/management/storage	0.5279406	wm/property/supply	1.0			
	270	Without it , the agency said `` food insecurity could reach catastrophic levels for some families in the worst-affected areas '' and result in `` the displacement of affected populations .	food insecurity	(32,47)	cause	wm/concept/causal_factor/food_insecurity/	1.0000004	wm/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm/process/conflict/	0.5429774	wm/property/security	1.0			
	270	Without it , the agency said `` food insecurity could reach catastrophic levels for some families in the worst-affected areas '' and result in `` the displacement of affected populations .	displacement of affected populations	(150,186)	effect	wm/concept/causal_factor/social_and_political/population_group/population_density	0.8077548	wm/concept/causal_factor/indicator_and_reported_property/conflict/population displacement	0.81911117	wm/process/migration/displacement	0.8916144	None	None			
	271	The agreement will change the working situation of Ethiopian citizens in the Saudi Arabia including salary payment, having a leave and protection from domestic abuses and human right violations by their employers, Liaison Officer with Ethiopias Embassy in Saudi Arabia, Temsegen Omar told ENA.	situation of Ethiopian citizens in the Saudi Arabia including salary payment	(38,114)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income	0.7491027	wm/concept/causal_factor/entity/person_and_group/population	0.66389495	wm/process/conflict/	0.6225862	None	None			
	271	The agreement will change the working situation of Ethiopian citizens in the Saudi Arabia including salary payment, having a leave and protection from domestic abuses and human right violations by their employers, Liaison Officer with Ethiopias Embassy in Saudi Arabia, Temsegen Omar told ENA.	salary payment	(100,114)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/household_income	0.767845	wm/concept/causal_factor/intervention/provision of goods and services/provide cash	0.6436652	wm/process/economic/transaction	0.66322774	None	None			
	272	Moreover , low supplies of food in markets , rising inflation , and a decrease in the value of the Ethiopian birr against the U.S. dollar have contributed to increased food prices ; the prices of key staple food commodities -- such as maize , sorghum , teff , and wheat -- rose by approximately 20 percent between June 2018 and June 2019 , further limiting food access for populations reliant on markets , according to the UN World Food Program ( WFP ) .	rising inflation	(45,61)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/inflation	0.8192412	wm/concept/causal_factor/crisis_and_disaster/crisis/economic_crisis/	0.63765043	wm/process/economic/inflation	1.0000002	None	None			
	272	Moreover , low supplies of food in markets , rising inflation , and a decrease in the value of the Ethiopian birr against the U.S. dollar have contributed to increased food prices ; the prices of key staple food commodities -- such as maize , sorghum , teff , and wheat -- rose by approximately 20 percent between June 2018 and June 2019 , further limiting food access for populations reliant on markets , according to the UN World Food Program ( WFP ) .	increased food prices	(158,179)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	0.9276018	wm/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm/process/economic/consumption	0.6010365	wm/property/price	1.0			
	273	However, the lingering impact of the five-year conflict is still resulting in severe constraints to food availability and access.16	the five-year conflict	(33,55)	cause	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm/process/conflict/	1.0000001	None	None			
	273	However, the lingering impact of the five-year conflict is still resulting in severe constraints to food availability and access.16	severe constraints	(78,96)	effect	wm/concept/causal_factor/crisis_and_disaster/famine	0.65631676	wm/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm/process/access/	0.9999998	None	None			
	274	Based on HFIAS questions, the findings revealed 31.6% households eat less than three times a day, 23.6% affirmed as did not have any food to eat, 20% of the household said that members went to sleep hungry, and 12.6% said that family members passed the whole day and night without eating anything because there was not enough food.	12.6% said that family members passed the whole day and night without eating anything because there was not enough food	(211,330)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_work	0.774494	None	None	None	None	None	None			
	274	Based on HFIAS questions, the findings revealed 31.6% households eat less than three times a day, 23.6% affirmed as did not have any food to eat, 20% of the household said that members went to sleep hungry, and 12.6% said that family members passed the whole day and night without eating anything because there was not enough food.	eating anything because there was not enough food	(281,330)	effect	wm/concept/causal_factor/food_security/food_utilization	0.79226345	None	None	None	None	None	None			
	275	Against the abject failure of international assistance in Somalia , Ethiopia is often held up as a heartening example of indigenous government and international partners succeeding in reducing poverty and mortality rates .	heartening example of indigenous government and international partners succeeding	(99,180)	cause	wm/concept/causal_factor/interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights	0.74104875	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/process/economic/	0.6576553	None	None			
	275	Against the abject failure of international assistance in Somalia , Ethiopia is often held up as a heartening example of indigenous government and international partners succeeding in reducing poverty and mortality rates .	poverty and mortality rates	(193,220)	effect	wm/concept/causal_factor/economic_and_commerce/poverty	0.7825251	wm/concept/causal_factor/crisis_and_disaster/crisis/economic_crisis/poverty	0.99999994	wm/process/economic/	0.6394978	None	None			
	276	Multi Peril Livestock Insurance in November 2010 to cover the death of livestock due to disease or accident.	disease	(88,95)	cause	wm/concept/causal_factor/health_and_life/disease/	1.0000001	wm/concept/causal_factor/health_and_life/disease/	1.0000001	None	None	None	None			
